epoch,acc,loss,lr,val_acc,val_loss
0,0.57463330364721,1.4586059491731054,9.999999747378752e-05,0.7348387108695122,0.6728128171736194
1,0.6281276999412682,1.1743787861364068,9.999999747378752e-05,0.7548387069855967,0.6621283038969963
2,0.6574633326686796,1.094229620216837,9.999999747378752e-05,0.7651612868232112,0.642397565226401
3,0.6466781709912114,1.0360250605705794,9.999999747378752e-05,0.7683870955821006,0.6277169131463574
4,0.6708369287465337,0.981335941216779,9.999999747378752e-05,0.776129033680885,0.6137196390859543
5,0.6639344259209423,0.9460245728801303,9.999999747378752e-05,0.7780645180133081,0.5990254348324191
6,0.6760138047986035,0.907282201353078,9.999999747378752e-05,0.7799999988848163,0.5872932203354374
7,0.6876617797085496,0.7960474679858855,9.999999747378752e-05,0.7832258037982448,0.5647373091789984
8,0.6915444385089989,0.7879103447878741,9.999999747378752e-05,0.780645158790773,0.5573205309529459
9,0.6919758403681804,0.765527656512388,9.999999747378752e-05,0.7858064511129933,0.5550690820140224
10,0.695858501020025,0.7416661767943138,9.999999747378752e-05,0.781935481871328,0.547058190068891
11,0.6980155319155446,0.71986868434985,9.999999747378752e-05,0.7825806448536534,0.54048049219193
12,0.7096635033798382,0.6785760100182014,9.999999747378752e-05,0.7903225821833457,0.5384936632648591
13,0.7049180339697212,0.679881995972937,9.999999747378752e-05,0.7909677434352136,0.5355705684231173
14,0.7165660043540343,0.6695116480637255,9.999999747378752e-05,0.7929032252680871,0.5300949319716423
15,0.7213114739184343,0.6501250386340953,9.999999747378752e-05,0.792258063823946,0.5258386858047978
16,0.7122519412773041,0.6274036802126479,9.999999747378752e-05,0.7903225810297074,0.5234118938446045
17,0.7251941373473719,0.6268684687133078,9.999999747378752e-05,0.7896774205469316,0.52106522129428
18,0.7243313192292675,0.6161365410292118,9.999999747378752e-05,0.7916129010338937,0.5177989190624607
19,0.7308024125329577,0.6094229542252522,9.999999747378752e-05,0.7909677418970292,0.5177447442085512
20,0.7346850718476836,0.598828011180328,9.999999747378752e-05,0.7929032239221757,0.5161226741729245
21,0.7381363237490419,0.5851185978024658,9.999999747378752e-05,0.7916129052639007,0.5146964973019016
22,0.7273511634086924,0.5831983688064851,9.999999747378752e-05,0.7922580634394,0.5123007335970479
23,0.7295081994469769,0.595351948112738,9.999999747378752e-05,0.7916129037257164,0.5128053503651773
24,0.7282139800353952,0.5824841422135713,9.999999747378752e-05,0.7954838754669312,0.5102711677551269
25,0.7415875684505295,0.5608776711615331,9.999999747378752e-05,0.793548390365416,0.5096183353854764
26,0.7545297680691052,0.5621813694601742,9.999999747378752e-05,0.7967741975861211,0.5074839368943245
27,0.7558239867606998,0.5491649529561593,9.999999747378752e-05,0.7948387140227903,0.505744574146886
28,0.7489214817751472,0.5558636419160085,9.999999747378752e-05,0.801935488370157,0.5030118296223302
29,0.7450388288888775,0.5639290105072561,9.999999747378752e-05,0.800000004037734,0.5024105387349282
30,0.7640207075578987,0.5426841360726574,9.999999747378752e-05,0.7987096805726328,0.5019079039173742
31,0.7687661809279448,0.5265936565820877,9.999999747378752e-05,0.8025806482761136,0.49954876438263923
32,0.7519413253374404,0.546997156813805,9.999999747378752e-05,0.802580649237479,0.4972255153040732
33,0.7601380504545618,0.5413293954470324,9.999999747378752e-05,0.8058064541509075,0.4970911379783384
34,0.7622950820700685,0.5253001623517795,9.999999747378752e-05,0.8058064541509075,0.496280736307944
35,0.7653149297465734,0.5444764805004656,9.999999747378752e-05,0.8077419400215149,0.4948589724879111
36,0.7644521167712339,0.5349515037509879,9.999999747378752e-05,0.8129032290750934,0.4940472825880974
37,0.7679033688268752,0.5221799946839281,9.999999747378752e-05,0.8103225848367137,0.49556331557612265
38,0.7726488339684975,0.5249430875617744,9.999999747378752e-05,0.8090322613716125,0.4954397778357229
39,0.7622950779558565,0.5390262740043035,9.999999747378752e-05,0.8096774220466614,0.4946296215057373
