179.93,345.67,136.54,328.71,60.305,-38.001,57.839,27.463,-26.341,52.385,64.82,-152.15,253.34,100.25,18.243,-159.54,-133.45,-46.001,15.015,104.21,100.44,111.66,-46.861,-77.102,-63.378,67.522,-68.614,-92.788,-153.88,110.88,44.837,87.432,-194.21,86.982,137.71,118.19,131.69,-29.359,-178.79,-99.611,4.591,7.9386,-18.04,16.267,121.13,73.985,-134.72,270.68,-38.81,29.59
139.93,310.67,35.536,304.71,31.305,85.999,-42.161,43.463,79.659,-135.62,79.82,31.851,-74.659,-88.753,150.24,6.4555,-262.45,-169,38.015,81.207,92.445,102.66,7.1393,-70.102,-84.378,51.522,-42.614,-61.788,-152.88,88.883,73.837,133.43,-97.208,73.982,169.71,80.188,157.69,-29.359,-191.79,-40.611,-30.409,283.94,62.96,-30.733,146.13,-53.015,-64.717,80.683,-19.81,-74.41
-20.075,357.67,-76.464,-113.29,-51.695,10.999,9.8395,11.463,-22.341,-226.62,-137.18,81.851,133.34,-190.75,3.2434,0.45552,-2.4502,-121,39.015,99.207,84.445,54.662,-28.861,-21.102,-85.378,32.522,-37.614,11.212,-101.88,53.883,111.84,105.43,-208.21,40.982,212.71,79.188,142.69,-34.359,-116.79,19.389,-27.409,285.94,12.96,-11.733,38.126,14.985,35.283,-153.32,-56.81,-10.41
-33.075,367.67,-40.464,179.71,84.305,-145,37.839,-69.537,-140.34,1.3849,-94.18,-214.15,95.341,179.25,5.2434,-12.544,0.5498,-14.001,27.015,90.207,65.445,13.662,-117.86,-19.102,-53.378,35.522,1.3856,46.212,-48.88,16.883,117.84,79.432,-246.21,47.982,211.71,38.188,128.69,-3.3591,18.212,34.389,9.591,-246.06,-32.04,-106.73,96.126,45.985,53.283,241.68,-52.81,33.59
-43.075,231.67,4.5358,30.712,140.3,-83.001,-112.16,55.463,-101.34,-132.62,17.82,379.85,97.341,101.25,101.24,-63.544,-201.45,-12.001,-4.9846,48.207,40.445,-9.3376,-128.86,-32.102,-59.378,26.522,5.3856,29.212,-81.88,-24.117,129.84,-23.568,-201.21,56.982,61.712,-30.812,87.69,12.641,64.212,55.389,104.59,-396.06,-3.0401,57.267,83.126,40.985,238.28,128.68,-2.8099,-121.41
-187.07,138.67,-27.464,293.71,20.305,-165,-109.16,22.463,-39.341,68.385,120.82,413.85,412.34,-11.753,-67.757,-26.544,-44.45,0.99937,33.015,43.207,12.445,-26.338,-72.861,-4.1018,-55.378,0.52169,26.386,61.212,-20.88,-48.117,154.84,-43.568,-123.21,15.982,-183.29,-10.812,47.69,-12.359,52.212,26.389,143.59,-230.06,76.96,77.267,-27.874,68.985,317.28,-106.32,-56.81,-124.41
-286.07,83.67,19.536,420.71,-83.695,-150,-132.16,-118.54,128.66,127.38,28.82,-286.15,235.34,-148.75,52.243,41.456,59.55,-5.0006,-12.985,43.207,0.44489,-43.338,-24.861,11.898,-47.378,-17.478,64.386,78.212,-12.88,-52.117,176.84,65.432,-89.208,-22.018,-260.29,-22.812,61.69,-16.359,21.212,-22.611,30.591,-259.06,-98.04,-54.733,-0.87367,66.985,38.283,-41.317,-121.81,-57.41
-372.07,-11.33,154.54,10.712,-4.6953,-96.001,-233.16,33.463,94.659,-58.615,-66.18,-279.15,17.341,-190.75,-154.76,-156.54,-68.45,-75.001,-67.985,26.207,-12.555,-85.338,-0.86075,-15.102,-54.378,-21.478,50.386,96.212,-44.88,-93.117,190.84,92.432,-148.21,-60.018,-147.29,-36.812,96.69,-24.359,24.212,-42.611,-67.409,-91.061,-208.04,27.267,30.126,56.985,-109.72,94.683,23.19,31.59
-357.07,-67.33,96.536,-67.288,218.3,-156,-103.16,75.463,233.66,211.38,-100.18,172.85,167.34,18.247,-250.76,-82.544,32.55,-132,6.0154,-0.79264,-27.555,-96.338,51.139,-35.102,-14.378,-34.478,34.386,108.21,81.12,-102.12,176.84,58.432,25.792,-89.018,-45.288,-13.812,83.69,-9.3591,57.212,-48.611,-110.41,18.939,-5.0401,-114.73,1.1263,58.985,-129.72,117.68,108.19,-12.41
-370.07,-151.33,28.536,106.71,135.3,-228,-126.16,14.463,260.66,146.38,-206.18,536.85,115.34,-177.75,30.243,54.456,80.55,-66.001,-27.985,1.2074,-25.555,-95.338,51.139,-35.102,5.6224,-34.478,38.386,53.212,58.12,-101.12,152.84,87.432,249.79,-87.018,-15.288,-19.812,28.69,26.641,76.212,-27.611,-201.41,-68.061,-105.04,-148.73,-38.874,36.985,87.283,-66.317,-113.81,-198.41
